Ch'manss|Ch'manss_system|Not in SWGalaxyMap|NULL|NULL|M17|Var_Hagen_sector|Mid_Rim|0|1
Cha Raaba|Cha_Raaba_system|NULL|12678.4|-3209.46|T12|NULL|Hutt_Space|3|1
Chaastern|Chaastern_system|Not in SWGalaxyMap|NULL|NULL|M9|Shelsha_sector|Colonies|0|1
Chabosh|Chabosh_system|Not in SWGalaxyMap|NULL|NULL|M5|Lahara_sector|Outer_Rim_Territories|0|1
Chad|Chad_system|NULL|10065.1|3958.71|R7|Jospro_sector|Outer_Rim_Territories|2|1
Chaf|Chaf_system|NULL|-8701.55|1005.54|F9|Chiss_Ascendancy|Unknown_Regions|4|1
Chagaria|Chagaria_system|Not in SWGalaxyMap|NULL|NULL|N18|Danjar_sector|Outer_Rim_Territories|0|1
Chagri|Chagri_system|NULL|1070.59|1939.6|L8|NULL|Inner_Rim|2|1
Chalacta|Chalacta_system|NULL|9822.56|-310.7|R10|Kastolar_sector|Mid_Rim|2|1
Chalcedon|Chalcedon_system|NULL|-3171.83|-9580.93|I16|Tashtor_sector|Mid_Rim|3|1
Chalenor|Chalenor_system|NULL|114.59|2504.38|L8|Immalia_sector|Expansion_Region|3|1
Challon|Challon_system|NULL|425.93|775.3|L9|NULL|Core_Worlds|3|1
Chamble|Chamble_system|NULL|7574.79|-195.23|Q10|Mytaranor_sector|Mid_Rim|4|1
Chamm|Chamm_system|NULL|1581.1|-3756.5|M12|NULL|Core_Worlds|3|1
Chandaar|Chandaar_system|NULL|10634|5231.36|S6|Cronese_Mandate|Outer_Rim_Territories|3|1
Chandrila|Chandrila_system|NULL|829.79|488.34|L9|Bormea_sector|Core_Worlds|4|1
Changa|Changa_system|Not in SWGalaxyMap|NULL|NULL|Q18|Tolonda_sector|Outer_Rim_Territories|0|1
Chanosant|Chanosant_system|NULL|5318.8|-2512.68|O11|Harron_sector|Expansion_Region|3|1
Charbodia|Charbodia_system|Not in SWGalaxyMap|NULL|NULL|N9|NULL|Inner_Rim|0|1
Chardaan|Chardaan_system|NULL|3508.02|-5987.4|N13|NULL|Inner_Rim|2|1
Charenthoth|Charenthoth_system|Not in SWGalaxyMap|NULL|NULL|N9|NULL|Colonies|0|1
Charis|Charis_system|Not in SWGalaxyMap|NULL|NULL|M21|Kathol_sector|Outer_Rim_Territories|0|1
Charmath|Charmath_system|Not in SWGalaxyMap|NULL|NULL|K9|Farrfin_sector|Core_Worlds|0|1
Charra|Charra_system|NULL|6111.37|-6134.69|P14|Charra_sector|Expansion_Region|3|1
Charros|Charros_system|NULL|9202.29|1071.89|R9|Taldot_sector|Mid_Rim|2|1
Charubah|Charubah_system|NULL|5098.48|859|O9|Hapes_Cluster|Inner_Rim|6|1
Chashima|Chashima_system|Not in SWGalaxyMap|NULL|NULL|S6|Auril_sector|Outer_Rim_Territories|0|1
Chasin|Chasin_system|NULL|2375.12|-3741.7|M12|NULL|Core_Worlds|3|1
Chateuse|Chateuse_system|Not in SWGalaxyMap|NULL|NULL|K19|Tungra_sector|Outer_Rim_Territories|0|1
Chazwa|Chazwa_system|NULL|2997.86|1590.02|M8|Orus_sector|Inner_Rim|2|1
Cheelit|Cheelit_system|NULL|-3426.76|-10183.7|I16|Semagi_sector|Mid_Rim|3|1
Cheeyoom Matee|Cheeyoom_Matee_system|Not in SWGalaxyMap|NULL|NULL|K9|NULL|Core_Worlds|0|1
Chekria|Chekria_system|Not in SWGalaxyMap|NULL|NULL|M9|Shelsha_sector|Colonies|0|1
Cheku|Cheku_system|NULL|5077.9|-7561|O15|Brevost_sector|Expansion_Region|3|1
Chelleya|Chelleya_system|Not in SWGalaxyMap|NULL|NULL|M18|Seswenna_sector|Outer_Rim_Territories|0|1
Chelloan|Chelloan_system|Not in SWGalaxyMap|2885|-11436|M17|Grumani_sector|Outer_Rim_Territories|0|1
Chennis|Chennis_system|Not in SWGalaxyMap.|2489.77|3327.1|M7|Greater_Plooriod_sector|Expansion_Region|0|1
Chenowei|Chenowei_system|NULL|8162.36|6591.49|Q5|Gordian_Reach|Outer_Rim_Territories|4|1
Cheravh|Cheravh_system|Not in SWGalaxyMap|NULL|NULL|O7|Mandalore_sector|Outer_Rim_Territories|0|1
Cheruba|Cheruba_system|NULL|5142.13|854.77|O9|Hapes_Cluster|Inner_Rim|6|1
Chestrashus|Chestrashus_system|Not in SWGalaxyMap|NULL|NULL|Q3|NULL|Wild_Space|0|1
Chibias|Chibias_system|NULL|-1010.1|-10763.3|K17|Sombure_sector|Mid_Rim|3|1
Chiron|Chiron_system|NULL|13416.1|3942.22|T7|Ash_Worlds|Outer_Rim_Territories|4|1
Chirrion|Chirrion_system|NULL|8244.03|5178.14|Q6|Rolion_sector|Outer_Rim_Territories|4|1
Choah|Choah_system|Not in SWGalaxyMap|NULL|NULL|S5|Mortex_sector|Outer_Rim_Territories|0|1
Choi|Choi_system|Not in SWGalaxyMap|NULL|NULL|M13|NULL|Inner_Rim|0|1
Chokan|Chokan_system|NULL|7818.43|-4952.44|Q13|Maerdocian_sector|Mid_Rim|3|1
Cholganna|Cholganna_system|NULL|12010.2|7013.75|T5|Colundra_sector|Outer_Rim_Territories|3|1
Chommell Minor|Chommell_Minor_system|Not in SWGalaxyMap|NULL|NULL|O17|Chommel_sector|Mid_Rim|0|1
Chorax|Chorax_system|NULL|3226.08|-1748.11|N11|Rachuk_sector|Colonies|3|1
Chorios|Chorios_system|NULL|9543.3|4567|R6|Meridian_sector|Outer_Rim_Territories|2|1
Chorra|Chorra_system|Not in SWGalaxyMap|NULL|NULL|J13|Bamula_sector|Inner_Rim|0|1
Chortose|Chortose_system|Not in SWGalaxyMap|NULL|NULL|N20|Rseik_sector|Outer_Rim_Territories|0|1
Chosper|Chosper_system|NULL|5092.49|616.7|O9|Hapes_Cluster|Inner_Rim|6|1
Chrellis|Chrellis_system|NULL|2718.3|6389.84|M5|Lahara_sector|Outer_Rim_Territories|4|1
Chrelythiumn|Chrelythiumn_system|NULL|-839.63|11000.8|K2|NULL|Wild_Space|1|1
Christoph|Christoph_system|NULL|8652.5|-10140.5|Q16|Savareen_sector|Outer_Rim_Territories|3|1
Chroma Zed|Chroma_Zed_system|NULL|7733.93|-4264.74|Q12|Maerdocian_sector|Mid_Rim|3|1
Chromovon|Chromovon_system|Not in SWGalaxyMap|NULL|NULL|P4|Nembus_sector|Outer_Rim_Territories|0|1
Chrona|Chrona_system|Not in SWGalaxyMap|NULL|NULL|O8|NULL|Inner_Rim|0|1
Chryya|Chryya_system|NULL|2958.16|-10949.2|M17|Dustig_sector|Mid_Rim|3|1
Chundu|Chundu_system|Not in SWGalaxyMap|NULL|NULL|L20|Cegul_sector|Outer_Rim_Territories|0|1
Churba|Churba_system|NULL|6064.92|-7439.76|P14|Churba_sector|Mid_Rim|2|1
Churruma|Churruma_system|NULL|-1831.8|7336.7|J5|Velcar_sector|Outer_Rim_Territories|4|1
Chuzalla|Chuzalla_system|Not in SWGalaxyMap|NULL|NULL|T14|Tammuz_sector|Outer_Rim_Territories|0|1
Cificap|Cificap_system|Not in SWGalaxyMap|NULL|NULL|Q16|Herdessa_sector|Mid_Rim|0|1
Cignet|Cignet_system|NULL|13412.2|-2096.69|T11|Bheriz_sector|Outer_Rim_Territories|3|1
Cilare|Cilare_system|Not in SWGalaxyMap|NULL|NULL|K3|Veragi_sector|Outer_Rim_Territories|0|1
Cilpar|Cilpar_system|NULL|18.89|-5519.61|L13|NULL|Colonies|3|1
Cimarosa|Cimarosa_system|Not in SWGalaxyMap|NULL|NULL|K17|Irnaj_sector|Mid_Rim|0|1
Cioral|Cioral_system|NULL|-8849.62|1734.72|F8|Chiss_Ascendancy|Unknown_Regions|4|1
Ciratu|Ciratu_system|Not in SWGalaxyMap|NULL|NULL|N14|Immerian_Outback|Expansion_Region|0|1
Circarpous|Circarpous_system|NULL|5586.08|-3043.25|O12|Circarpous_sector|Expansion_Region|1|1
Circumtore|Circumtore_system|NULL|10630.5|-3666.77|S12|NULL|Hutt_Space|2|1
Cirius|Cirius_system|NULL|1705.44|106.3|M9|NULL|Core_Worlds|4|1
Cirra|Cirra_system|Map is on Project HeadCanon|NULL|NULL|O14|Brak_sector|Expansion_Region|0|1
Cirrus|Cirrus_system|NULL|-1868.25|5236.83|J6|Dantus_sector|Outer_Rim_Territories|3|1
Cirtappa|Cirtappa_system|Not in SWGalaxyMap|NULL|NULL|O17|Alui_sector|Mid_Rim|0|1
Cirus|Cirus_system|NULL|10109.4|-10693|R17|Arkanis_sector|Outer_Rim_Territories|4|1
Citlik|Citlik_system|Not in SWGalaxyMap|NULL|NULL|O14|Citlik_sector|Expansion_Region|0|1
Ciutric|Ciutric_system|NULL|3775.51|7128.16|N5|Ciutric_sector|Outer_Rim_Territories|2|1
Claer|Claer_system|Not in SWGalaxyMap|NULL|NULL|L13|Sern_sector|Colonies|0|1
Clantaano|Clantaano_system|NULL|13679.9|-4080.76|U12|Albanin_sector|Outer_Rim_Territories|3|1
Clariv|Clariv_system|Not in SWGalaxyMap|11909.9|5629.02|S6|Tion_Hegemony|Outer_Rim_Territories|0|1
Clendor|Clendor_system|Not in SWGalaxyMap|NULL|NULL|O8|NULL|Inner_Rim|0|1
Clysm|Clysm_system|Not in SWGalaxyMap|NULL|NULL|O5|D'Astan_sector|Outer_Rim_Territories|0|1
Cmaoli Di|Cmaoli_Di_system|NULL|2748.92|-11586|M17|Brema_sector|Outer_Rim_Territories|3|1
Coachelle|Coachelle_system|NULL|7451.74|-518.68|P10|Terr'skiar_sector|Mid_Rim|3|1
Codia|Codia_system|NULL|-5114.36|-7809.47|H15|NULL|Mid_Rim|2|1
Codru|Codru_system|NULL|13428.4|5473.34|T6|Pakuuni_sector|Outer_Rim_Territories|3|1
Colavas|Colavas_system|NULL|10613.8|1208.43|S9|Halla_sector|Mid_Rim|4|1
Colla|Colla_system|NULL|3635.91|1395.83|N9|NULL|Inner_Rim|2|1
Cols|Cols_system|Not in SWGalaxyMap|NULL|NULL|Q10|Kastolar_sector|Mid_Rim|0|1
Colsassa|Colsassa_system|Not in SWGalaxyMap|NULL|NULL|R7|Jospro_sector|Outer_Rim_Territories|0|1
Colu|Colu_system|NULL|2353.5|-13152|M18|Mayagil_sector|Outer_Rim_Territories|2|1
Columex|Columex_system|NULL|10132.1|4916.87|R6|Vorzyd_sector|Outer_Rim_Territories|2|1
Columus|Columus_system|NULL|1999.94|-1942.82|M11|NULL|Core_Worlds|3|1
Colunda Prime|Colunda_Prime_system|Not in SWGalaxyMap|NULL|NULL|S7|Phelleem_sector|Outer_Rim_Territories|0|1
Comkin|Comkin_system|NULL|3183.11|3254.96|N7|Nouane_sector|Inner_Rim|3|1
Commenor|Commenor_system|NULL|3466.5|-1474.4|N10|Rachuk_sector|Colonies|2|1
Comra|Comra_system|NULL|-1945.63|6129.06|J5|Prefsbelt_sector|Outer_Rim_Territories|2|1
Concord Dawn|Concord_Dawn_system|NULL|5246.88|3735.21|O7|Mandalore_sector|Outer_Rim_Territories|3|1
Condular|Condular_system|NULL|2266.62|-4111.58|M12|NULL|Core_Worlds|3|1
Conjenus|Conjenus_system|Not in SWGalaxyMap|NULL|NULL|N16|Vish_sector|Mid_Rim|0|1
Constancia|Constancia_system|NULL|-210.88|-3632.69|K12|NULL|Deep_Core|3|1
Contruum|Contruum_system|NULL|5959.12|2088.25|O8|Truum_sector|Mid_Rim|3|1
Coonee|Coonee_system|NULL|5179.55|-7799.25|O15|Brevost_sector|Expansion_Region|3|1
Coorimbus|Coorimbus_system|Not in SWGalaxyMap|NULL|NULL|L13|Tapani_sector|Colonies|0|1
Copero|Copero_system|NULL|-8574.55|1391.3|F9|Chiss_Ascendancy|Unknown_Regions|4|1
Cophrigin|Cophrigin_system|NULL|12484.3|4047.49|T7|Ash_Worlds|Outer_Rim_Territories|3|1
Copperline|Copperline_system|NULL|-491.56|-9297.83|K16|Vatha_sector|Expansion_Region|3|1
Cor III|Cor_III_system|Not in SWGalaxyMap|515.59|-5539.59|L13|Tapani_sector|Colonies|0|1
Cor II|Cor_II_system|Not in SWGalaxyMap|517.32|-5517.96|L13|Tapani_sector|Colonies|0|1
Cor I|Cor_I_system|Not in SWGalaxyMap|553.65|-5506.72|L13|Tapani_sector|Colonies|0|1
Corann|Corann_system|SWGalaxyMap currently puts this system at (1496.355, 501.705) which is in grid L9. I don't know where my coords came from, but they are at least in the correct grid square.|1520.56|528.16|M9|NULL|Core_Worlds|3|1
Corbantis|Corbantis_system|Not in SWGalaxyMap|NULL|NULL|O14|Chaykin_sector|Expansion_Region|0|1
Corbett Cluster|Corbett_Cluster_system|NULL|-3576.85|-10669.7|I17|Corbett_sector|Mid_Rim|3|1
Corbos|Corbos_system|NULL|9069.99|6789.76|R5|Esstran_sector|Outer_Rim_Territories|4|1
Cordes|Cordes_system|Not in SWGalaxyMap|NULL|NULL|N9|NULL|Inner_Rim|0|1
Corellia|Corellia_system|NULL|2363.29|-2790.57|M11|Corellian_sector|Core_Worlds|1|1
Corfai|Corfai_system|Not in SWGalaxyMap|2363.12|-2859.37|M11|Corellian_sector|Core_Worlds|0|1
Corg|Corg_system|Not in SWGalaxyMap|NULL|NULL|O20|NULL|Wild_Space|0|1
Coriallis|Coriallis_system|Not in SWGalaxyMap|NULL|NULL|K9|NULL|Core_Worlds|0|1
Corips|Corips_system|Not in SWGalaxyMap|NULL|NULL|N14|NULL|Inner_Rim|0|1
Corjain|Corjain_system|Not in SWGalaxyMap|NULL|NULL|M21|Kathol_sector|Outer_Rim_Territories|0|1
Corlaasi|Corlaasi_system|Not in SWGalaxyMap|NULL|NULL|M20|Minos_Cluster|Outer_Rim_Territories|0|1
Corlass|Corlass_system|NULL|11639.3|5383.09|S6|Cronese_Mandate|Outer_Rim_Territories|4|1
Corlax|Corlax_system|Not in SWGalaxyMap|11171.6|5713.56|S6|Allied_Tion_sector|Outer_Rim_Territories|0|1
Cormit|Cormit_system|NULL|-8365.96|1677.57|F8|Chiss_Ascendancy|Unknown_Regions|4|1
Cornesia|Cornesia_system|Not in SWGalaxyMap|NULL|NULL|R14|Manda_sector|Mid_Rim|0|1
Coronar|Coronar_system|Not in SWGalaxyMap|NULL|NULL|L9|NULL|Colonies|0|1
Corosia|Corosia_system|Not in SWGalaxyMap|NULL|NULL|N6|Corosi_sector|Outer_Rim_Territories|0|1
Corphelion|Corphelion_system|Not in SWGalaxyMap|1786.93|3033.74|M7|Corpheli_sector|Expansion_Region|0|1
Corrdair|Corrdair_system|Not in SWGalaxyMap|NULL|NULL|O15|Hevvrol_sector|Mid_Rim|0|1
Corroth|Corroth_system|NULL|3094.77|513.73|N9|NULL|Colonies|5|1
Corsin|Corsin_system|NULL|2848.04|3501.22|M7|Greater_Plooriod_sector|Expansion_Region|2|1
Corstris|Corstris_system|Not in SWGalaxyMap|4863.54|5794.22|O6|Quelii_sector|Outer_Rim_Territories|0|1
Cortella|Cortella_system|Not in SWGalaxyMap|NULL|NULL|K9|NULL|Core_Worlds|0|1
Corthenia|Corthenia_system|Not in SWGalaxyMap|-408.44|4476.32|K7|Corthenia_sector|Mid_Rim|0|1
Cortilium Major|Cortilium_Major_system|Not in SWGalaxyMap|NULL|NULL|Q7|Eucer_sector|Mid_Rim|0|1
Cortina|Cortina_system|NULL|-902.44|-4155.3|K12|NULL|Core_Worlds|3|1
Corulus|Corulus_system|NULL|745.19|443.45|L9|Bormea_sector|Core_Worlds|4|1
Corus|Corus_system|Not in SWGalaxyMap|NULL|NULL|S4|Wyl_sector|Outer_Rim_Territories|0|1
Coruscant|Coruscant_system|NULL|0|0|K9|Corusca_sector|Core_Worlds|1|1
Coruschal|Coruschal_system|Not in SWGalaxyMap|NULL|NULL|K10|NULL|Core_Worlds|0|1
Coruscul|Coruscul_system|Not in SWGalaxyMap|NULL|NULL|L10|NULL|Core_Worlds|0|1
Corutarn|Corutarn_system|Not in SWGalaxyMap|NULL|NULL|M10|NULL|Core_Worlds|0|1
Corva Yag|Corva_Yag_system|NULL|3331.99|-15532|N20|Rseik_sector|Outer_Rim_Territories|3|1
Corvanni|Corvanni_system|NULL|3473.08|243.05|N9|Neshig_sector|Inner_Rim|4|1
Corvis Minor|Corvis_Minor_system|NULL|3777.9|7397.38|N5|Ciutric_sector|Outer_Rim_Territories|3|1
Corweillia|Corweillia_system|Not in SWGalaxyMap|NULL|NULL|P15|Corweillian_sector|Mid_Rim|0|1
Cosia|Cosia_system|Not in SWGalaxyMap|NULL|NULL|M11|NULL|Deep_Core|0|1
Cotellier|Cotellier_system|NULL|4107.13|-15598.4|N20|Rseik_sector|Outer_Rim_Territories|2|1
Coth Fuuras|Coth_Fuuras_system|Not in SWGalaxyMap|-2018.28|2779.58|J8|Deadalis_sector|Expansion_Region|0|1
Council|Council_system|NULL|-1235.82|-12611.7|K18|Anoat_sector|Outer_Rim_Territories|5|1
Couronne|Couronne_system|Not in SWGalaxyMap|NULL|NULL|P10|Couronne_sector|Expansion_Region|0|1
Coveway|Coveway_system|NULL|-3395.09|-12276.8|I18|Koradin_sector|Outer_Rim_Territories|3|1
Cowl Crucible|Cowl_Crucible_system|Not in SWGalaxyMap|2544.77|6046.77|M5|Oricho_sector|Outer_Rim_Territories|0|1
Coyn|Coyn_system|These coords might be wrong. Check sources!|2239.02|-15220.2|M20|Elrood_sector|Outer_Rim_Territories|4|1
Craci|Craci_system|NULL|10427.9|8819.71|R4|Corporate_Sector|Outer_Rim_Territories|4|1
Craeen|Craeen_system|Not in SWGalaxyMap|2327.68|-2766.22|M11|Corellian_sector|Core_Worlds|0|1
Crait|Crait_system|NULL|3720.75|-11167.1|N17|Grumani_sector|Outer_Rim_Territories|1|0
Crakull|Crakull_system|NULL|-7176.63|-990.26|G10|NULL|Unknown_Regions|4|1
Cranan|Cranan_system|NULL|9945.02|-10261.5|R16|Arkanis_sector|Outer_Rim_Territories|4|1
Credaan|Credaan_system|Not in SWGalaxyMap|NULL|NULL|M14|NULL|Inner_Rim|0|1
Crella|Crella_system|Not in SWGalaxyMap|592.58|-5530.94|L13|Tapani_sector|Colonies|0|1
Cridark|Cridark_system|NULL|3684.45|-7560.98|N15|Baroli_sector|Expansion_Region|4|1
Crintlia|Crintlia_system|Not in SWGalaxyMap|-3132.92|3706.02|I7|Outer_Jalor_sector|Mid_Rim|0|1
Crispin|Crispin_system|Not in SWGalaxyMap|NULL|NULL|S3|NULL|Wild_Space|0|1
Critoki|Critoki_system|Not in SWGalaxyMap|NULL|NULL|Q4|Esstran_sector|Outer_Rim_Territories|0|1
Criton's Point|Criton's_Point_system|NULL|-631.78|9741.15|K3|Myto_sector|Outer_Rim_Territories|4|1
Cron Drift|Cron_Drift_system|Not in SWGalaxyMap|NULL|NULL|R6|Auril_sector|Outer_Rim_Territories|0|1
Crondre|Crondre_system|Not in SWGalaxyMap|NULL|NULL|R15|Dufilvian_sector|Mid_Rim|0|1
Crovna|Crovna_system|NULL|712.29|-11971.7|L17|Senex_sector|Mid_Rim|6|1
Croyden|Croyden_system|Not in SWGalaxyMap|NULL|NULL|M13|NULL|Inner_Rim|0|1
Crseih|Crseih_system|Not in SWGalaxyMap|12953.3|6036.44|T6|Pakuuni_sector|Outer_Rim_Territories|0|1
Crustai|Crustai_system|NULL|-5805.79|1888.58|H8|Chiss_Ascendancy|Unknown_Regions|4|1
Cryon|Cryon_system|Not in SWGalaxyMap|NULL|NULL|O4|Meram_sector|Outer_Rim_Territories|0|1
Crystal Nest|Crystal_Nest_system|NULL|-4644.41|-16266.9|H20|NULL|Wild_Space|3|1
Crystan|Crystan_system|NULL|201.08|-3703.28|L12|NULL|Deep_Core|3|1
Crytal Nest|Crytal_Nest_system|Not in SWGalaxyMap|NULL|NULL|H20|NULL|Wild_Space|0|1
Csaus|Csaus_system|NULL|-8722.19|1337.33|F9|Chiss_Ascendancy|Unknown_Regions|4|1
Csilla|Csilla_system|NULL|-8893.81|1831.96|F8|Chiss_Ascendancy|Unknown_Regions|1|1
Cuirilla|Cuirilla_system|NULL|4200.39|-8497.61|N15|Mbandamonte_sector|Expansion_Region|4|1
Cujicor|Cujicor_system|Not in SWGalaxyMap|NULL|NULL|T5|Pakuuni_sector|Outer_Rim_Territories|0|1
Cularin|Cularin_system|SWGalaxyMap puts the planet Acilaris, which is in this system, at (6510.525, -10679.025).|6143.14|-6776.37|P14|Thaere_sector|Expansion_Region|2|1
Culroon|Culroon_system|Not in SWGalaxyMap|NULL|NULL|P20|NULL|Wild_Space|0|1
Curreck|Curreck_system|Not in SWGalaxyMap|NULL|NULL|R5|Sertar_sector|Outer_Rim_Territories|0|1
Cuthbern|Cuthbern_system|NULL|-2087|-12590.8|J18|Wazta_sector|Outer_Rim_Territories|4|1
Cuvacia|Cuvacia_system|NULL|-1398.09|-4564.03|K13|NULL|Core_Worlds|3|1
Cvetaen|Cvetaen_system|NULL|4484.78|3305.18|N7|Sumitra_sector|Expansion_Region|3|1
Cyax|Cyax_system|NULL|11839.7|-2134.58|S11|NULL|Hutt_Space|3|1
Cybloc|Cybloc_system|NULL|9648.74|4434|R7|Meridian_sector|Outer_Rim_Territories|3|1
Cyborrea|Cyborrea_system|NULL|11039.7|279.08|S9|NULL|Hutt_Space|2|1
Cydorria|Cydorria_system|Not in SWGalaxyMap|NULL|NULL|K13|NULL|Colonies|0|1
Cygnus B|Cygnus_B_system|Not in SWGalaxyMap|NULL|NULL|R11|Esaga_sector|Mid_Rim|0|1
Cyimarra|Cyimarra_system|NULL|391.28|-11712.3|L17|Senex_sector|Mid_Rim|5|1
Cyphar|Cyphar_system|NULL|135.88|-11170.7|L17|Spirva_sector|Mid_Rim|3|1
Cyrillia|Cyrillia_system|NULL|5551.83|-4389.85|O12|Couronne_sector|Expansion_Region|2|1
D'Nile|D'Nile_system|Not in SWGalaxyMap|NULL|NULL|Q14|Hertae_sector|Mid_Rim|0|1
D'faria|D'faria_system|Not in SWGalaxyMap|NULL|NULL|Q12|Hune_sector|Mid_Rim|0|1
D'ian|D'ian_system|NULL|10994.5|9057.75|S3|Corporate_Sector|Outer_Rim_Territories|4|1
D'rinba|D'rinba_system|NULL|-1086.34|-10589.4|K17|Sombure_sector|Mid_Rim|3|1
DNX-N1|DNX-N1_system|Not in SWGalaxyMap|NULL|NULL|N21|NULL|Wild_Space|0|1
Daalang|Daalang_system|NULL|8505.58|-4079.64|Q12|Daalang_sector|Mid_Rim|2|1
Dachat|Dachat_system|NULL|-888.17|568.2|K9|NULL|Core_Worlds|3|1
Dactruria|Dactruria_system|NULL|-1881.98|8018.75|J4|Clacis_sector|Outer_Rim_Territories|4|1
Daedalon|Daedalon_system|Not in SWGalaxyMap|NULL|NULL|N9|Ktilac_Regions|Inner_Rim|0|1
Daemen|Daemen_system|NULL|2010.05|-9531.32|M16|Woostri_sector|Expansion_Region|3|1
Daermor|Daermor_system|Not in SWGalaxyMap|NULL|NULL|S3|Corporate_Sector|Outer_Rim_Territories|0|1
Dagary Minor|Dagary_Minor_system|NULL|2908.92|2744.1|M8|NULL|Inner_Rim|4|1
Dagelin|Dagelin_system|NULL|12512.7|2368.61|T8|Cadma_sector|Outer_Rim_Territories|4|1
Dagobah|Dagobah_system|NULL|2460.87|-14267.5|M19|Sluis_sector|Outer_Rim_Territories|1|1
Dagro|Dagro_system|NULL|6797.54|3801.6|P7|Esuain_sector|Mid_Rim|3|1
Dagu|Dagu_system|NULL|11747.2|-10078.2|S16|Instrop_sector|Outer_Rim_Territories|3|1
Dahgee|Dahgee_system|Not in SWGalaxyMap|NULL|NULL|O7|Thusa_sector|Mid_Rim|0|1
Dahrtag|Dahrtag_system|NULL|-1584.18|-4721.92|J13|NULL|Core_Worlds|3|1
Dahvil|Dahvil_system|NULL|-2720.63|-13664.3|J19|Rayter_sector|Outer_Rim_Territories|3|1
Daimar|Daimar_system|Not in SWGalaxyMap|NULL|NULL|Q16|Daimar_sector|Mid_Rim|0|1
Daimla|Daimla_system|NULL|-1414.77|-16565.4|K21|Kallea_sector|Outer_Rim_Territories|3|1
Dairka|Dairka_system|Not in SWGalaxyMap|NULL|NULL|P15|Churba_sector|Mid_Rim|0|1
Dakaret|Dakaret_system|Not in SWGalaxyMap|NULL|NULL|Q12|Oktos_sector|Mid_Rim|0|1
Dakot|Dakot_system|NULL|10441|7418.73|R5|Mortex_sector|Outer_Rim_Territories|4|1
Dakshee|Dakshee_system|NULL|2305.07|763.4|M9|Barma_sector|Colonies|4|1
Dalandae|Dalandae_system|Not in SWGalaxyMap|NULL|NULL|M9|NULL|Colonies|0|1
Dalastine|Dalastine_system|NULL|626.97|-7381.04|L14|NULL|Inner_Rim|3|1
Dalchon|Dalchon_system|NULL|9681.61|-11140.5|R17|Dalchon_sector|Outer_Rim_Territories|3|1
Dalcretti|Dalcretti_system|NULL|4698.41|1760.63|O8|NULL|Inner_Rim|3|1
Dalicron|Dalicron_system|NULL|-240.68|-13955.7|K19|Dalicron_sector|Outer_Rim_Territories|3|1
Dalisor|Dalisor_system|NULL|-1141.13|-11416.1|K17|Yushan_sector|Mid_Rim|3|1
Dalon|Dalon_system|Not in SWGalaxyMap|NULL|NULL|M7|Hewett_sector|Mid_Rim|0|1
Dalonia|Dalonia_system|Not in SWGalaxyMap|NULL|NULL|Q13|Maerdocian_sector|Mid_Rim|0|1
Dalos|Dalos_system|NULL|11850|6726.06|S5|Nilgaard_sector|Outer_Rim_Territories|4|1
Dalron|Dalron_system|NULL|-2319.69|4976.98|J6|Ariarch_sector|Mid_Rim|3|1
Daltarra|Daltarra_system|Not in SWGalaxyMap|NULL|NULL|T5|Pakuuni_sector|Outer_Rim_Territories|0|1
Daltarri|Daltarri_system|Not in SWGalaxyMap|NULL|NULL|P8|Truum_sector|Mid_Rim|0|1
Daluba|Daluba_system|NULL|7171.68|7303.31|P5|Esstran_sector|Outer_Rim_Territories|3|1
Daluuj|Daluuj_system|NULL|13991.8|-4713.9|U13|Albanin_sector|Outer_Rim_Territories|2|1
Damendine|Damendine_system|NULL|13866.1|5225.35|U6|Calamari_sector|Outer_Rim_Territories|4|1
Daminia|Daminia_system|NULL|8490.77|4022.52|Q7|Perkell_sector|Mid_Rim|4|1
Damonite Yors-B|Damonite_Yors-B_system|NULL|9320.31|4353.78|R7|Meridian_sector|Outer_Rim_Territories|3|1
Damoria|Damoria_system|NULL|3329.65|-1618.65|N11|NULL|Colonies|3|1
Dampher|Dampher_system|Not in SWGalaxyMap|530.28|-5314.69|L13|Tapani_sector|Colonies|0|1
Damualer Triac|Damualer_Triac_system|NULL|4754.43|-959.82|O10|NULL|Inner_Rim|4|1
Danadine|Danadine_system|NULL|7614.68|-13090.3|Q18|Dail_sector|Outer_Rim_Territories|3|1
Danalbeth|Danalbeth_system|NULL|7383.02|-1882.89|P11|Teraab_sector|Mid_Rim|4|1
Danchian|Danchian_system|NULL|7602.77|-12661.7|Q18|Dail_sector|Outer_Rim_Territories|4|1
Dancreti|Dancreti_system|NULL|3265.16|-6861.78|N14|NULL|Inner_Rim|4|1
Dandalas|Dandalas_system|Not in SWGalaxyMap|NULL|NULL|K10|Farlax_sector|Core_Worlds|0|1
Dandelo|Dandelo_system|NULL|13303|-7223.61|T14|Tammuz_sector|Outer_Rim_Territories|3|1
Dandrian|Dandrian_system|NULL|10167|4688.16|R6|Belderone_sector|Outer_Rim_Territories|4|1
Danju|Danju_system|Not in SWGalaxyMap|NULL|NULL|L13|NULL|Colonies|0|1
Dankayo|Dankayo_system|NULL|716.41|1494.96|L9|NULL|Colonies|3|1
Danos|Danos_system|Not in SWGalaxyMap|NULL|NULL|U8|Shadola_sector|Outer_Rim_Territories|0|1
Danteel|Danteel_system|NULL|1736.9|-3919.55|M12|Emmo_sector|Core_Worlds|3|1
